id,timestamp,source,text,url,ip_address,domain,hash,cve,severity,category
13,2025-11-15 16:15:17,darkweb,Unpatched Apache Struts vulnerability CVE-2017-5638. Exploitation attempts detected. Domain: c2-server.xyz,https://badactor.io/thread/6044,,,,CVE-2019-0708,low,vulnerability
14,2025-11-04 16:15:17,ids,Spyware installation via drive-by download. Data exfiltration to evil.com detected.,https://c2-server.xyz/thread/2008,10.0.0.50,,adc83b19e793491b1c6ea0fd8b46cd9f32e592fc,,low,malware
15,2025-11-17 16:15:17,siem,Buffer overflow vulnerability in legacy application. Remote code execution possible. Domain: c2-server.xyz CVE-2017-5638,https://evil.com/thread/8556,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,medium,vulnerability
16,2025-11-27 16:15:17,osint,Cryptominer malware consuming CPU resources. Monero mining activity detected. Domain: phishing-site.org,https://malware.net/thread/8347,198.51.100.23,,,,medium,malware
17,2025-11-05 16:15:17,ids,Unauthorized access detected on server 192.168.1.100. Brute force attack on SSH port. IP: 203.0.113.42,https://c2-server.xyz/thread/5679,,,,,low,hack
18,2025-11-15 16:15:17,darkweb,Spyware installation via drive-by download. Data exfiltration to evil.com detected. IP: 10.0.0.50,https://evil.com/thread/4316,198.51.100.23,,,,high,malware
19,2025-11-22 16:15:17,ids,Backdoor installed via compromised admin credentials. Lateral movement observed. IP: 192.168.1.100,https://evil.com/thread/5105,,phishing-site.org,,,high,hack
20,2025-11-19 16:15:17,ids,DDoS attack from botnet targeting api.example.com. Traffic spike detected.,https://badactor.io/thread/2777,,,,,low,hack
21,2025-11-28 16:15:17,ids,CVE-2021-44228 Log4Shell vulnerability discovered in production systems. IP: 172.16.0.1,https://phishing-site.org/thread/6748,203.0.113.42,badactor.io,,CVE-2019-0708,low,vulnerability
22,2025-11-03 16:15:17,siem,XSS vulnerability found in user input validation. Session hijacking risk. IP: 172.16.0.1 Domain: phishing-site.org,https://malware.net/thread/3038,10.0.0.50,badactor.io,,,medium,vulnerability
23,2025-11-01 16:15:17,siem,SQL injection vulnerability exploited on web application. Database breach confirmed. Domain: badactor.io,https://phishing-site.org/thread/4781,,evil.com,,,critical,hack
24,2025-11-29 16:15:17,siem,Unpatched Apache Struts vulnerability CVE-2017-5638. Exploitation attempts detected.,https://phishing-site.org/thread/7042,192.168.1.100,,,CVE-2019-0708,low,vulnerability
25,2025-11-18 16:15:17,honeypot,Phishing campaign targeting employees via email. Credential harvesting attempt. IP: 172.16.0.1,https://badactor.io/thread/3804,192.168.1.100,badactor.io,,,low,hack
26,2025-11-30 16:15:17,honeypot,Ransomware infection detected. WannaCry variant encrypting files on network shares. Domain: badactor.io,https://c2-server.xyz/thread/3755,172.16.0.1,,,,low,malware
27,2025-11-11 16:15:17,osint,SQL injection vulnerability exploited on web application. Database breach confirmed. IP: 172.16.0.1,https://malware.net/thread/6965,192.168.1.100,phishing-site.org,,,low,hack
28,2025-11-21 16:15:17,darkweb,Trojan horse discovered in email attachment. Keylogger functionality identified.,https://phishing-site.org/thread/7454,172.16.0.1,phishing-site.org,,,high,malware
29,2025-11-24 16:15:17,darkweb,SQL injection vulnerability exploited on web application. Database breach confirmed.,https://malware.net/thread/7997,,badactor.io,,,low,hack
30,2025-11-09 16:15:17,siem,Unpatched Apache Struts vulnerability CVE-2017-5638. Exploitation attempts detected. Domain: badactor.io,https://badactor.io/thread/5460,198.51.100.23,,,,low,vulnerability
31,2025-11-04 16:15:17,siem,Buffer overflow vulnerability in legacy application. Remote code execution possible. Domain: badactor.io,https://badactor.io/thread/1850,203.0.113.42,,,CVE-2017-5638,low,vulnerability
32,2025-11-28 16:15:17,honeypot,Cryptominer malware consuming CPU resources. Monero mining activity detected. Domain: phishing-site.org,https://c2-server.xyz/thread/6755,172.16.0.1,,,,critical,malware
33,2025-11-10 16:15:17,ids,Spyware installation via drive-by download. Data exfiltration to evil.com detected.,https://evil.com/thread/4456,,badactor.io,,,critical,malware
34,2025-11-24 16:15:17,ids,CSRF vulnerability in web application. Unauthorized actions possible. IP: 192.168.1.100 Domain: badactor.io,https://phishing-site.org/thread/3468,198.51.100.23,phishing-site.org,,CVE-2019-0708,medium,vulnerability
35,2025-11-16 16:15:17,osint,Backdoor installed via compromised admin credentials. Lateral movement observed.,https://malware.net/thread/1068,10.0.0.50,badactor.io,5d41402abc4b2a76b9719d911017c592,,medium,hack
36,2025-11-18 16:15:17,siem,Spyware installation via drive-by download. Data exfiltration to evil.com detected. IP: 203.0.113.42,https://malware.net/thread/2959,,phishing-site.org,,,medium,malware
37,2025-11-08 16:15:17,honeypot,Unpatched Apache Struts vulnerability CVE-2017-5638. Exploitation attempts detected. CVE-2019-0708,https://c2-server.xyz/thread/7248,192.168.1.100,,,,critical,vulnerability
38,2025-11-06 16:15:17,honeypot,XSS vulnerability found in user input validation. Session hijacking risk. IP: 192.168.1.100,https://evil.com/thread/5385,,,,CVE-2017-5638,low,vulnerability
39,2025-11-27 16:15:17,siem,XSS vulnerability found in user input validation. Session hijacking risk. IP: 203.0.113.42 CVE-2021-44228,https://evil.com/thread/8729,172.16.0.1,malware.net,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,CVE-2020-1472,low,vulnerability
40,2025-11-18 16:15:17,ids,CVE-2021-44228 Log4Shell vulnerability discovered in production systems. Domain: c2-server.xyz,https://evil.com/thread/2225,192.168.1.100,c2-server.xyz,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,medium,vulnerability
41,2025-11-10 16:15:17,osint,CVE-2021-44228 Log4Shell vulnerability discovered in production systems. IP: 203.0.113.42 Domain: evil.com,https://c2-server.xyz/thread/9076,10.0.0.50,phishing-site.org,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,medium,vulnerability
42,2025-11-14 16:15:17,siem,DDoS attack from botnet targeting api.example.com. Traffic spike detected. IP: 198.51.100.23,https://badactor.io/thread/2232,,malware.net,,,critical,hack
43,2025-11-04 16:15:17,honeypot,Backdoor installed via compromised admin credentials. Lateral movement observed. Domain: badactor.io,https://badactor.io/thread/8511,,,,,high,hack
44,2025-11-03 16:15:17,darkweb,DDoS attack from botnet targeting api.example.com. Traffic spike detected.,https://badactor.io/thread/4467,203.0.113.42,phishing-site.org,,,high,hack
45,2025-11-13 16:15:17,darkweb,Ransomware infection detected. WannaCry variant encrypting files on network shares.,https://c2-server.xyz/thread/8287,,evil.com,,,critical,malware
46,2025-11-23 16:15:17,ids,Cryptominer malware consuming CPU resources. Monero mining activity detected. IP: 203.0.113.42 Domain: evil.com,https://c2-server.xyz/thread/4627,198.51.100.23,malware.net,,,low,malware
47,2025-11-28 16:15:17,ids,CSRF vulnerability in web application. Unauthorized actions possible. Domain: c2-server.xyz,https://badactor.io/thread/6888,198.51.100.23,,adc83b19e793491b1c6ea0fd8b46cd9f32e592fc,CVE-2019-0708,medium,vulnerability
48,2025-11-28 16:15:17,osint,Unauthorized access detected on server 192.168.1.100. Brute force attack on SSH port. IP: 198.51.100.23 Domain: phishing-site.org,https://malware.net/thread/4063,,,,,critical,hack
49,2025-11-29 16:15:17,honeypot,Backdoor installed via compromised admin credentials. Lateral movement observed. Domain: evil.com,https://evil.com/thread/6066,,malware.net,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,medium,hack
50,2025-11-14 16:15:17,ids,DDoS attack from botnet targeting api.example.com. Traffic spike detected. IP: 172.16.0.1,https://phishing-site.org/thread/9154,172.16.0.1,badactor.io,,,high,hack
51,2025-11-17 16:15:17,siem,Phishing campaign targeting employees via email. Credential harvesting attempt. Domain: c2-server.xyz,https://phishing-site.org/thread/6297,,malware.net,5d41402abc4b2a76b9719d911017c592,,medium,hack
52,2025-11-11 16:15:17,ids,Ransomware infection detected. WannaCry variant encrypting files on network shares. IP: 172.16.0.1,https://badactor.io/thread/9212,203.0.113.42,,,,critical,malware
53,2025-11-23 16:15:17,siem,Unauthorized access detected on server 192.168.1.100. Brute force attack on SSH port. IP: 203.0.113.42 Domain: malware.net,https://evil.com/thread/8497,10.0.0.50,evil.com,,,critical,hack
54,2025-11-12 16:15:17,siem,Trojan horse discovered in email attachment. Keylogger functionality identified. Domain: badactor.io,https://phishing-site.org/thread/5583,198.51.100.23,evil.com,,,critical,malware
55,2025-11-17 16:15:17,ids,Unpatched Apache Struts vulnerability CVE-2017-5638. Exploitation attempts detected.,https://c2-server.xyz/thread/1101,192.168.1.100,phishing-site.org,,CVE-2019-0708,medium,vulnerability
56,2025-11-20 16:15:17,honeypot,Cryptominer malware consuming CPU resources. Monero mining activity detected. IP: 10.0.0.50,https://c2-server.xyz/thread/6439,172.16.0.1,evil.com,,,high,malware
57,2025-11-04 16:15:17,honeypot,Spyware installation via drive-by download. Data exfiltration to evil.com detected. IP: 172.16.0.1 Domain: malware.net,https://malware.net/thread/8339,,,,,medium,malware
58,2025-11-17 16:15:17,darkweb,SQL injection vulnerability exploited on web application. Database breach confirmed.,https://c2-server.xyz/thread/1929,10.0.0.50,phishing-site.org,,,high,hack
59,2025-11-30 16:15:17,honeypot,Cryptominer malware consuming CPU resources. Monero mining activity detected.,https://phishing-site.org/thread/8690,,,,,high,malware
60,2025-11-28 16:15:17,osint,Unpatched Apache Struts vulnerability CVE-2017-5638. Exploitation attempts detected. CVE-2017-5638,https://phishing-site.org/thread/2811,,malware.net,,CVE-2021-44228,low,vulnerability
61,2025-11-19 16:15:17,osint,XSS vulnerability found in user input validation. Session hijacking risk. CVE-2019-0708,https://phishing-site.org/thread/7868,,,,CVE-2019-0708,low,vulnerability
62,2025-11-19 16:15:17,honeypot,Spyware installation via drive-by download. Data exfiltration to evil.com detected.,https://evil.com/thread/9193,203.0.113.42,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,critical,malware
63,2025-11-30 16:15:17,ids,Unpatched Apache Struts vulnerability CVE-2017-5638. Exploitation attempts detected.,https://badactor.io/thread/9120,,badactor.io,,CVE-2017-5638,medium,vulnerability
64,2025-11-11 16:15:17,darkweb,Backdoor installed via compromised admin credentials. Lateral movement observed. IP: 10.0.0.50 Domain: c2-server.xyz,https://evil.com/thread/4705,198.51.100.23,,,,low,hack
65,2025-11-28 16:15:17,ids,Buffer overflow vulnerability in legacy application. Remote code execution possible. Domain: malware.net,https://malware.net/thread/8180,,,,CVE-2021-44228,critical,vulnerability
66,2025-11-05 16:15:17,ids,CSRF vulnerability in web application. Unauthorized actions possible. Domain: c2-server.xyz,https://c2-server.xyz/thread/1346,,evil.com,,,low,vulnerability
67,2025-11-29 16:15:17,ids,Cryptominer malware consuming CPU resources. Monero mining activity detected. IP: 10.0.0.50 Domain: badactor.io,https://c2-server.xyz/thread/6041,192.168.1.100,c2-server.xyz,,,critical,malware
68,2025-11-23 16:15:17,osint,Spyware installation via drive-by download. Data exfiltration to evil.com detected. IP: 203.0.113.42,https://phishing-site.org/thread/9156,198.51.100.23,evil.com,adc83b19e793491b1c6ea0fd8b46cd9f32e592fc,,high,malware
69,2025-11-13 16:15:17,siem,Buffer overflow vulnerability in legacy application. Remote code execution possible. Domain: badactor.io,https://c2-server.xyz/thread/9317,172.16.0.1,,,CVE-2020-1472,low,vulnerability
70,2025-11-21 16:15:17,osint,Backdoor installed via compromised admin credentials. Lateral movement observed. IP: 172.16.0.1 Domain: malware.net,https://c2-server.xyz/thread/2984,10.0.0.50,phishing-site.org,5d41402abc4b2a76b9719d911017c592,,critical,hack
71,2025-11-07 16:15:17,darkweb,Spyware installation via drive-by download. Data exfiltration to evil.com detected.,https://c2-server.xyz/thread/7715,198.51.100.23,evil.com,adc83b19e793491b1c6ea0fd8b46cd9f32e592fc,,critical,malware
72,2025-11-26 16:15:17,siem,Spyware installation via drive-by download. Data exfiltration to evil.com detected. IP: 203.0.113.42,https://evil.com/thread/3663,,malware.net,,,critical,malware
73,2025-11-04 16:15:17,siem,DDoS attack from botnet targeting api.example.com. Traffic spike detected. Domain: evil.com,https://c2-server.xyz/thread/3522,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,high,hack
74,2025-10-31 16:15:17,osint,CVE-2021-44228 Log4Shell vulnerability discovered in production systems.,https://badactor.io/thread/6644,,badactor.io,,,medium,vulnerability
75,2025-11-07 16:15:17,darkweb,Cryptominer malware consuming CPU resources. Monero mining activity detected. IP: 192.168.1.100 Domain: malware.net,https://badactor.io/thread/1586,,,5d41402abc4b2a76b9719d911017c592,,critical,malware
76,2025-11-17 16:15:17,siem,Unpatched Apache Struts vulnerability CVE-2017-5638. Exploitation attempts detected. IP: 10.0.0.50 CVE-2017-5638,https://malware.net/thread/9889,203.0.113.42,,,,low,vulnerability
77,2025-11-11 16:15:17,siem,Emotet malware spreading through network. Botnet communication observed.,https://c2-server.xyz/thread/1654,198.51.100.23,evil.com,,,medium,malware
78,2025-11-25 16:15:17,honeypot,CVE-2021-44228 Log4Shell vulnerability discovered in production systems. CVE-2017-5638,https://c2-server.xyz/thread/5983,10.0.0.50,malware.net,,CVE-2020-1472,medium,vulnerability
79,2025-11-04 16:15:17,honeypot,Ransomware infection detected. WannaCry variant encrypting files on network shares. IP: 10.0.0.50 Domain: badactor.io,https://c2-server.xyz/thread/9018,,phishing-site.org,,,critical,malware
80,2025-10-31 16:15:17,osint,CSRF vulnerability in web application. Unauthorized actions possible. IP: 10.0.0.50 Domain: malware.net,https://malware.net/thread/3264,,phishing-site.org,,,high,vulnerability
81,2025-11-18 16:15:17,darkweb,Spyware installation via drive-by download. Data exfiltration to evil.com detected. IP: 10.0.0.50,https://phishing-site.org/thread/8898,172.16.0.1,,adc83b19e793491b1c6ea0fd8b46cd9f32e592fc,,high,malware
82,2025-11-25 16:15:17,ids,Cryptominer malware consuming CPU resources. Monero mining activity detected. IP: 198.51.100.23,https://phishing-site.org/thread/7105,,c2-server.xyz,,,medium,malware
83,2025-11-01 16:15:17,darkweb,SQL injection vulnerability exploited on web application. Database breach confirmed. IP: 192.168.1.100,https://evil.com/thread/5516,,evil.com,,,critical,hack
84,2025-11-21 16:15:17,ids,DDoS attack from botnet targeting api.example.com. Traffic spike detected.,https://badactor.io/thread/6809,10.0.0.50,badactor.io,,,medium,hack
85,2025-11-24 16:15:17,ids,DDoS attack from botnet targeting api.example.com. Traffic spike detected. Domain: c2-server.xyz,https://phishing-site.org/thread/3135,198.51.100.23,badactor.io,,,low,hack
86,2025-10-31 16:15:17,osint,Phishing campaign targeting employees via email. Credential harvesting attempt. Domain: badactor.io,https://c2-server.xyz/thread/5993,,,,,critical,hack
87,2025-11-08 16:15:17,siem,Emotet malware spreading through network. Botnet communication observed. Domain: phishing-site.org,https://phishing-site.org/thread/8651,198.51.100.23,,,,low,malware
88,2025-11-07 16:15:17,darkweb,Backdoor installed via compromised admin credentials. Lateral movement observed. IP: 192.168.1.100,https://badactor.io/thread/1484,,,,,medium,hack
89,2025-11-04 16:15:17,darkweb,CVE-2021-44228 Log4Shell vulnerability discovered in production systems. IP: 10.0.0.50 Domain: malware.net,https://evil.com/thread/2495,203.0.113.42,,,,high,vulnerability
90,2025-11-27 16:15:17,ids,Unpatched Apache Struts vulnerability CVE-2017-5638. Exploitation attempts detected. Domain: evil.com,https://phishing-site.org/thread/1602,192.168.1.100,,,,medium,vulnerability
91,2025-11-16 16:15:17,siem,Backdoor installed via compromised admin credentials. Lateral movement observed. Domain: phishing-site.org,https://badactor.io/thread/9803,203.0.113.42,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,medium,hack
92,2025-11-17 16:15:17,honeypot,SQL injection vulnerability exploited on web application. Database breach confirmed. IP: 192.168.1.100,https://phishing-site.org/thread/2403,,badactor.io,,,medium,hack
93,2025-11-15 16:15:17,osint,Phishing campaign targeting employees via email. Credential harvesting attempt.,https://malware.net/thread/8487,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,medium,hack
94,2025-11-22 16:15:17,osint,Spyware installation via drive-by download. Data exfiltration to evil.com detected. Domain: evil.com,https://evil.com/thread/4992,,,,,medium,malware
95,2025-11-29 16:15:17,darkweb,DDoS attack from botnet targeting api.example.com. Traffic spike detected. IP: 203.0.113.42 Domain: evil.com,https://evil.com/thread/1929,203.0.113.42,,,,medium,hack
96,2025-11-12 16:15:17,darkweb,Spyware installation via drive-by download. Data exfiltration to evil.com detected. IP: 10.0.0.50,https://c2-server.xyz/thread/2728,203.0.113.42,c2-server.xyz,,,high,malware
97,2025-11-11 16:15:17,darkweb,Spyware installation via drive-by download. Data exfiltration to evil.com detected.,https://c2-server.xyz/thread/5212,10.0.0.50,badactor.io,5d41402abc4b2a76b9719d911017c592,,medium,malware
98,2025-11-30 16:15:17,ids,XSS vulnerability found in user input validation. Session hijacking risk.,https://evil.com/thread/7810,198.51.100.23,,,CVE-2021-44228,low,vulnerability
99,2025-11-05 16:15:17,osint,Trojan horse discovered in email attachment. Keylogger functionality identified. IP: 203.0.113.42 Domain: phishing-site.org,https://c2-server.xyz/thread/9867,203.0.113.42,c2-server.xyz,,,high,malware
100,2025-10-31 16:15:17,darkweb,Backdoor installed via compromised admin credentials. Lateral movement observed. Domain: badactor.io,https://phishing-site.org/thread/3381,,,,,low,hack
101,2025-11-04 16:15:17,siem,Cryptominer malware consuming CPU resources. Monero mining activity detected. IP: 198.51.100.23 Domain: phishing-site.org,https://evil.com/thread/9275,,c2-server.xyz,5d41402abc4b2a76b9719d911017c592,,low,malware
102,2025-11-19 16:15:17,darkweb,SQL injection vulnerability exploited on web application. Database breach confirmed.,https://c2-server.xyz/thread/1368,,evil.com,adc83b19e793491b1c6ea0fd8b46cd9f32e592fc,,high,hack
103,2025-11-05 16:15:17,honeypot,Ransomware infection detected. WannaCry variant encrypting files on network shares. Domain: phishing-site.org,https://malware.net/thread/5732,,phishing-site.org,,,high,malware
104,2025-11-20 16:15:17,darkweb,Buffer overflow vulnerability in legacy application. Remote code execution possible. IP: 203.0.113.42 Domain: phishing-site.org,https://malware.net/thread/9409,,,,CVE-2020-1472,low,vulnerability
105,2025-11-04 16:15:17,osint,XSS vulnerability found in user input validation. Session hijacking risk. Domain: phishing-site.org CVE-2019-0708,https://c2-server.xyz/thread/6410,198.51.100.23,malware.net,5d41402abc4b2a76b9719d911017c592,,high,vulnerability
106,2025-11-18 16:15:17,darkweb,Unpatched Apache Struts vulnerability CVE-2017-5638. Exploitation attempts detected. CVE-2021-44228,https://phishing-site.org/thread/7826,198.51.100.23,evil.com,,CVE-2017-5638,medium,vulnerability
107,2025-11-04 16:15:17,darkweb,Trojan horse discovered in email attachment. Keylogger functionality identified. IP: 192.168.1.100,https://badactor.io/thread/1080,,,,,medium,malware
108,2025-11-18 16:15:17,siem,XSS vulnerability found in user input validation. Session hijacking risk. IP: 172.16.0.1 CVE-2019-0708,https://c2-server.xyz/thread/7786,172.16.0.1,,,,medium,vulnerability
109,2025-11-04 16:15:17,siem,DDoS attack from botnet targeting api.example.com. Traffic spike detected. IP: 10.0.0.50 Domain: badactor.io,https://phishing-site.org/thread/7839,,badactor.io,,,high,hack
110,2025-11-19 16:15:17,honeypot,Emotet malware spreading through network. Botnet communication observed. IP: 10.0.0.50,https://evil.com/thread/9369,10.0.0.50,,,,critical,malware
111,2025-11-16 16:15:17,ids,CSRF vulnerability in web application. Unauthorized actions possible. Domain: badactor.io CVE-2021-44228,https://c2-server.xyz/thread/7190,172.16.0.1,,,CVE-2017-5638,low,vulnerability
112,2025-11-07 16:15:17,honeypot,Buffer overflow vulnerability in legacy application. Remote code execution possible. IP: 203.0.113.42,https://malware.net/thread/2486,203.0.113.42,,5d41402abc4b2a76b9719d911017c592,CVE-2020-1472,critical,vulnerability
113,2025-11-29 16:15:17,ids,Unauthorized access detected on server 192.168.1.100. Brute force attack on SSH port. Domain: badactor.io,https://badactor.io/thread/9765,,badactor.io,,,low,hack
114,2025-11-24 16:15:17,ids,SQL injection vulnerability exploited on web application. Database breach confirmed. Domain: phishing-site.org,https://malware.net/thread/1863,198.51.100.23,,,,critical,hack
115,2025-11-10 16:15:17,honeypot,SQL injection vulnerability exploited on web application. Database breach confirmed. IP: 10.0.0.50 Domain: c2-server.xyz,https://c2-server.xyz/thread/2438,192.168.1.100,evil.com,,,critical,hack
116,2025-11-04 16:15:17,siem,Backdoor installed via compromised admin credentials. Lateral movement observed.,https://badactor.io/thread/2581,198.51.100.23,,5d41402abc4b2a76b9719d911017c592,,critical,hack
117,2025-11-10 16:15:17,ids,Spyware installation via drive-by download. Data exfiltration to evil.com detected. IP: 10.0.0.50,https://badactor.io/thread/4333,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,critical,malware
118,2025-11-04 16:15:17,osint,Unauthorized access detected on server 192.168.1.100. Brute force attack on SSH port.,https://badactor.io/thread/5662,10.0.0.50,,,,critical,hack
119,2025-11-10 16:15:17,ids,Cryptominer malware consuming CPU resources. Monero mining activity detected.,https://evil.com/thread/2289,,phishing-site.org,,,critical,malware
120,2025-11-02 16:15:17,honeypot,Phishing campaign targeting employees via email. Credential harvesting attempt.,https://evil.com/thread/4829,172.16.0.1,,,,medium,hack
121,2025-11-08 16:15:17,ids,Unpatched Apache Struts vulnerability CVE-2017-5638. Exploitation attempts detected. IP: 10.0.0.50,https://malware.net/thread/7889,198.51.100.23,,,,high,vulnerability
122,2025-11-05 16:15:17,ids,DDoS attack from botnet targeting api.example.com. Traffic spike detected. Domain: malware.net,https://phishing-site.org/thread/3195,,,,,low,hack
123,2025-10-31 16:15:17,honeypot,Emotet malware spreading through network. Botnet communication observed. Domain: phishing-site.org,https://malware.net/thread/5535,,badactor.io,,,low,malware
124,2025-11-10 16:15:17,ids,Ransomware infection detected. WannaCry variant encrypting files on network shares. IP: 192.168.1.100,https://evil.com/thread/4794,192.168.1.100,,adc83b19e793491b1c6ea0fd8b46cd9f32e592fc,,low,malware
125,2025-11-19 16:15:17,darkweb,CSRF vulnerability in web application. Unauthorized actions possible. Domain: badactor.io,https://c2-server.xyz/thread/4723,203.0.113.42,c2-server.xyz,adc83b19e793491b1c6ea0fd8b46cd9f32e592fc,CVE-2019-0708,medium,vulnerability
126,2025-11-29 16:15:17,ids,Buffer overflow vulnerability in legacy application. Remote code execution possible. IP: 10.0.0.50,https://phishing-site.org/thread/9303,,phishing-site.org,,,high,vulnerability
127,2025-11-17 16:15:17,honeypot,Unpatched Apache Struts vulnerability CVE-2017-5638. Exploitation attempts detected. IP: 198.51.100.23 Domain: badactor.io,https://evil.com/thread/8158,,,adc83b19e793491b1c6ea0fd8b46cd9f32e592fc,CVE-2021-44228,low,vulnerability
128,2025-11-24 16:15:17,ids,Buffer overflow vulnerability in legacy application. Remote code execution possible. CVE-2021-44228,https://badactor.io/thread/4636,10.0.0.50,,,CVE-2019-0708,medium,vulnerability
129,2025-11-27 16:15:17,osint,SQL injection vulnerability exploited on web application. Database breach confirmed. Domain: c2-server.xyz,https://c2-server.xyz/thread/5750,,malware.net,,,medium,hack
130,2025-11-04 16:15:17,darkweb,Cryptominer malware consuming CPU resources. Monero mining activity detected.,https://c2-server.xyz/thread/2189,,,,,low,malware
131,2025-11-30 16:15:17,siem,SQL injection vulnerability exploited on web application. Database breach confirmed. Domain: evil.com,https://phishing-site.org/thread/1933,,,5d41402abc4b2a76b9719d911017c592,,low,hack
132,2025-11-13 16:15:17,honeypot,Trojan horse discovered in email attachment. Keylogger functionality identified. IP: 172.16.0.1,https://malware.net/thread/3647,,,,,high,malware
133,2025-11-17 16:15:17,honeypot,XSS vulnerability found in user input validation. Session hijacking risk. Domain: badactor.io,https://evil.com/thread/4526,,,,,critical,vulnerability
134,2025-11-19 16:15:17,osint,Phishing campaign targeting employees via email. Credential harvesting attempt.,https://malware.net/thread/1496,,,,,critical,hack
135,2025-11-21 16:15:17,siem,Trojan horse discovered in email attachment. Keylogger functionality identified. IP: 10.0.0.50 Domain: malware.net,https://c2-server.xyz/thread/9053,10.0.0.50,evil.com,,,critical,malware
136,2025-11-28 16:15:17,honeypot,Cryptominer malware consuming CPU resources. Monero mining activity detected. IP: 192.168.1.100 Domain: c2-server.xyz,https://malware.net/thread/6686,172.16.0.1,c2-server.xyz,adc83b19e793491b1c6ea0fd8b46cd9f32e592fc,,high,malware
137,2025-11-01 16:15:17,honeypot,DDoS attack from botnet targeting api.example.com. Traffic spike detected. Domain: phishing-site.org,https://phishing-site.org/thread/4329,,,adc83b19e793491b1c6ea0fd8b46cd9f32e592fc,,medium,hack
138,2025-11-10 16:15:17,siem,Backdoor installed via compromised admin credentials. Lateral movement observed. IP: 172.16.0.1,https://badactor.io/thread/5939,,badactor.io,,,high,hack
139,2025-11-20 16:15:17,osint,Unpatched Apache Struts vulnerability CVE-2017-5638. Exploitation attempts detected. IP: 203.0.113.42,https://c2-server.xyz/thread/2920,172.16.0.1,malware.net,,,high,vulnerability
140,2025-11-16 16:15:17,ids,Cryptominer malware consuming CPU resources. Monero mining activity detected. IP: 198.51.100.23,https://c2-server.xyz/thread/1758,172.16.0.1,,adc83b19e793491b1c6ea0fd8b46cd9f32e592fc,,medium,malware
